,0
1651,93.74407
1652,93.74252
1653,93.74253
1654,93.74069
1655,93.740105
1656,93.738625
1657,93.736305
1658,93.73582
1659,93.735664
1660,93.734024
1661,93.73245
1662,93.73222
1663,93.730835
1664,93.729774
1665,93.7274
1666,93.726166
1667,93.725586
1668,93.72454
1669,93.72176
1670,93.72005
1671,93.72007
1672,93.71852
1673,93.71724
1674,93.71487
1675,93.71402
1676,93.7128
1677,93.71135
1678,93.70937
1679,93.70831
1680,93.70613
1681,93.70476
1682,93.70292
1683,93.70069
1684,93.69903
1685,93.69696
1686,93.6959
1687,93.69321
1688,93.69176
1689,93.690216
1690,93.688225
1691,93.68616
1692,93.683266
1693,93.68176
1694,93.67975
1695,93.678345
1696,93.67513
1697,93.67353
1698,93.6718
1699,93.66931
1700,93.66763
1701,93.66584
1702,93.66297
1703,93.66079
1704,93.65863
1705,93.65579
1706,93.65514
1707,93.65264
1708,93.64973
1709,93.64856
1710,93.64572
1711,93.64271
1712,93.64102
1713,93.637856
1714,93.63612
1715,93.633736
1716,93.63196
1717,93.62885
1718,93.627625
1719,93.62531
1720,93.62336
1721,93.621086
1722,93.6195
1723,93.6179
1724,93.61737
1725,93.616684
1726,93.6165
1727,93.61598
1728,93.614944
1729,93.61542
1730,93.61699
1731,93.61709
1732,93.6208
1733,93.62408
1734,93.62887
1735,93.634766
1736,93.6432
1737,93.65357
1738,93.66868
1739,93.68366
1740,93.70541
1741,93.731636
1742,93.76728
1743,93.814125
1744,93.88087
1745,93.98827
1746,94.18623
1747,92.90247
1748,91.885635
1749,93.45378
1750,93.46229
1751,93.46724
1752,93.4662
1753,93.46494
1754,93.46137
1755,93.45766
1756,93.45474
1757,93.45066
1758,93.44638
1759,93.44113
1760,93.437645
1761,93.43087
1762,93.42664
1763,93.42244
1764,93.41795
1765,93.412415
1766,93.407616
1767,93.40238
1768,93.39799
1769,93.39323
1770,93.3877
1771,93.382904
1772,93.37902
1773,93.374016
1774,93.37031
1775,93.365555
1776,93.36156
1777,93.35934
1778,93.35479
1779,93.3522
1780,93.34958
1781,93.348
1782,93.34641
1783,93.34479
1784,93.34507
1785,93.34362
1786,93.3444
1787,93.343666
1788,93.3442
1789,93.34437
1790,93.34623
1791,93.346085
1792,93.347755
1793,93.34869
1794,93.348526
1795,93.34993
1796,93.349335
1797,93.350975
1798,93.35171
1799,93.35139
1800,93.35235
1801,93.351555
1802,93.35139
1803,93.35025
1804,93.34977
1805,93.34925
1806,93.34898
1807,93.34942
1808,93.34729
1809,93.346825
1810,93.3456
1811,93.344864
1812,93.345184
1813,93.34326
1814,93.34242
1815,93.34206
1816,93.33947
1817,93.34055
1818,93.33929
1819,93.33797
1820,93.336784
1821,93.33623
1822,93.334724
1823,93.33549
1824,93.3333
1825,93.33157
1826,93.3311
1827,93.33178
1828,93.330345
1829,93.328514
1830,93.32649
1831,93.32685
1832,93.326
1833,93.32456
1834,93.32315
1835,93.3232
1836,93.32249
1837,93.3213
1838,93.32005
1839,93.31931
1840,93.31837
1841,93.31649
1842,93.3148
1843,93.31395
1844,93.315216
1845,93.311264
1846,93.31237
1847,93.31039
1848,93.30978
1849,93.30913
1850,93.30745
1851,93.30587
1852,93.30511
1853,93.30213
1854,93.302795
1855,93.30183
1856,93.300316
1857,93.2982
1858,93.297714
1859,93.295166
1860,93.29405
1861,93.29275
1862,93.29261
1863,93.289856
1864,93.28875
1865,93.28615
1866,93.28519
1867,93.2843
1868,93.282166
1869,93.28006
1870,93.27896
1871,93.27758
1872,93.275154
1873,93.27287
1874,93.271805
